"","ISO","OfficialName","Year","Source","Numberoftotalbirths22","NumberofallLBs23","NumberofbabieswithGA","Pretermlt37weeks","Preterm32tolt37weeks","Preterm28tolt32weeks","Preterm24tolt28weeks","Preterm22tolt24weeks","Pretermlt22weeks","Pretermlt32weeks","Pretermlt28weeks","Pretermlt25weeks","MissingGA","Reportedpretermrate","denominatorUsed","pretermRCalculated","calculatedPretermRate","FullcitationSource","sourceSubType","logitPreterm","logitPretermSe","modellingRegionName","modellingRegionIndex","facility_birth","coverageOfWPPLBs","Pretermlt28weeksprop","Pretermlt32weeksprop","DQC","methodGAGroup","dataType"
"271","GEO","Georgia",2019,"Admin",NA,48296,47764,4037,3448,419,NA,NA,NA,NA,170,NA,532,NA,"LBwithGA",1,8.45197219663345,"National Statistics Office of GeorgiaEurostat, the statistical office of the European Union.https://ec.europa.eu/eurostat/databrowser/view/DEMO_FWEIGHT__custom_3127471/default/table?lang=en","1",-2.3824639184109,0.0164492510491916,"Western Asia and Northern Africa",4,99.5044937133789,95.1851632866237,0.0421104780777805,0.145900421104781,"B",2,0
"272","GEO","Georgia",2020,"Admin",NA,46520,46230,4148,3567,404,NA,NA,NA,NA,177,NA,290,NA,"LBwithGA",1,8.97252866104261,"National Statistics Office of GeorgiaEurostat, the statistical office of the European Union.https://ec.europa.eu/eurostat/databrowser/view/DEMO_FWEIGHT__custom_3127471/default/table?lang=en","1",-2.31699380544984,0.0162740028174279,"Western Asia and Northern Africa",4,99.4735794067383,95.2517455312353,0.0426711668273867,0.1400675024108,"B",2,0
"273","GHA","Ghana",2011,"Study",NA,629,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,-2.42774818059754,0.146075138041836,"Sub-Saharan Africa",2,66.4416656494141,0.072810701436767,NA,NA,"E",3,2
"274","GHA","Ghana",2013,"Study",789,789,789,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trop Med Int Health",NA,-2.55636561377014,0.137727689558821,"Sub-Saharan Africa",2,71.095832824707,0.0880859558163525,NA,NA,"E",3,2
"275","GRC","Greece",2010,"Admin",115266,114766,NA,12831,11356,1090,NA,NA,NA,NA,385,NA,NA,NA,"LBonly",1,11.180140459718,"YEAR 2010 - LIVE BIRTHS BY DURATION OF PREGNANCY, WEIGHT AND PERMANENT RESIDENCE OF THE MOTHERHELLENIC REPUBLIC
HELLENIC STATISTICAL AUTHORITY
DIRECTORATE GENERAL OF STATISTICS
POPULATION, EMPLOYMENT AND COST OF LIVING DIVISION
POPULATION AND MIGRATION STATISTICS SECTIONhttp://www.statistics.gr/en/statistics/-/publication/SPO03/-","1",-2.07247123733622,0.00936730597869901,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.5046463012695,103.486023444545,0.0300054555373704,0.114955966019796,"B",1,0
"276","GRC","Greece",2011,"Admin",106859,106428,NA,11681,10468,900,NA,NA,NA,NA,313,NA,NA,NA,"LBonly",1,10.9754951704439,"YEAR 2011 - LIVE BIRTHS BY DURATION OF PREGNANCY, WEIGHT AND PERMANENT RESIDENCE OF THE MOTHERHELLENIC REPUBLIC
HELLENIC STATISTICAL AUTHORITY
DIRECTORATE GENERAL OF STATISTICS
POPULATION, EMPLOYMENT AND COST OF LIVING DIVISION
POPULATION AND MIGRATION STATISTICS SECTIONhttp://www.statistics.gr/en/statistics/-/publication/SPO03/-","1",-2.09324659101859,0.00980630066314252,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.4180526733398,101.870321802554,0.0267956510572725,0.103843848985532,"B",1,0
"277","GRC","Greece",2012,"Admin",100817,100371,NA,10805,9553,937,NA,NA,NA,NA,315,NA,NA,NA,"LBonly",1,10.7650616213847,"YEAR 2012 - LIVE BIRTHS BY DURATION OF PREGNANCY, WEIGHT AND PERMANENT RESIDENCE OF THE MOTHERHELLENIC REPUBLIC
HELLENIC STATISTICAL AUTHORITY
DIRECTORATE GENERAL OF STATISTICS
POPULATION, EMPLOYMENT AND COST OF LIVING DIVISION
POPULATION AND MIGRATION STATISTICS SECTIONhttp://www.statistics.gr/en/statistics/-/publication/SPO03/-","1",-2.11496679372153,0.010184041264354,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.2930603027344,101.671376910688,0.029153169828783,0.115872281351226,"B",1,0
"278","GRC","Greece",2013,"Admin",94510,94134,NA,10402,9328,788,NA,NA,NA,NA,286,NA,NA,NA,"LBonly",1,11.0502050268766,"YEAR 2013 - LIVE BIRTHS BY DURATION OF PREGNANCY, WEIGHT AND PERMANENT RESIDENCE OF THE MOTHERHELLENIC REPUBLIC
HELLENIC STATISTICAL AUTHORITY
DIRECTORATE GENERAL OF STATISTICS
POPULATION, EMPLOYMENT AND COST OF LIVING DIVISION
POPULATION AND MIGRATION STATISTICS SECTIONhttp://www.statistics.gr/en/statistics/-/publication/SPO03/-","1",-2.08562312688139,0.0103960677141474,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.1781463623047,100.949071839912,0.0274947125552778,0.103249375120169,"B",1,0
"279","GRC","Greece",2014,"Admin",92502,92149,90848,10514,9343,827,NA,NA,NA,NA,344,NA,1301,NA,"LBwithGA",1,11.5731771750616,"YEAR 2014 - LIVE BIRTHS BY DURATION OF PREGNANCY, WEIGHT AND PERMANENT RESIDENCE OF THE MOTHERHELLENIC REPUBLIC
HELLENIC STATISTICAL AUTHORITY
DIRECTORATE GENERAL OF STATISTICS
POPULATION, EMPLOYMENT AND COST OF LIVING DIVISION
POPULATION AND MIGRATION STATISTICS SECTIONhttp://www.statistics.gr/en/statistics/-/publication/SPO03/-","1",-2.03348524114604,0.0103710804487655,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.1206436157227,101.722063385179,0.032718280388054,0.111375309111661,"B",1,0
"280","GRC","Greece",2015,"Admin",92159,91847,91168,10278,9148,805,NA,NA,NA,NA,325,NA,679,NA,"LBwithGA",1,11.2736925236925,"YEAR 2015 - LIVE BIRTHS BY DURATION OF PREGNANCY, WEIGHT AND PERMANENT RESIDENCE OF THE MOTHERHELLENIC REPUBLIC
HELLENIC STATISTICAL AUTHORITY
DIRECTORATE GENERAL OF STATISTICS
POPULATION, EMPLOYMENT AND COST OF LIVING DIVISION
POPULATION AND MIGRATION STATISTICS SECTIONhttp://www.statistics.gr/en/statistics/-/publication/SPO03/-","1",-2.06308451845982,0.0104717554004072,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.1151885986328,102.763574521409,0.0316209379256665,0.109943568787702,"B",1,0
"281","GRC","Greece",2016,"Admin",93237,92898,NA,10872,9753,810,NA,NA,NA,NA,309,NA,NA,NA,"LBonly",1,11.7031583026545,"YEAR 2016 - LIVE BIRTHS BY DURATION OF PREGNANCY, WEIGHT AND PERMANENT RESIDENCE OF THE MOTHERHELLENIC REPUBLIC
HELLENIC STATISTICAL AUTHORITY
DIRECTORATE GENERAL OF STATISTICS
POPULATION, EMPLOYMENT AND COST OF LIVING DIVISION
POPULATION AND MIGRATION STATISTICS SECTIONhttp://www.statistics.gr/en/statistics/-/publication/SPO03/-","1",-2.02084559332907,0.0102064025516362,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.1466369628906,104.591308263905,0.0284216335540839,0.102924944812362,"B",1,0
"282","GRC","Greece",2017,"Admin",88916,88553,88362,10212,9133,804,NA,NA,NA,NA,275,NA,191,NA,"LBwithGA",1,11.557004142052,"YEAR 2017 - LIVE BIRTHS BY DURATION OF PREGNANCY, WEIGHT AND PERMANENT RESIDENCE OF THE MOTHERHELLENIC REPUBLIC
HELLENIC STATISTICAL AUTHORITY
DIRECTORATE GENERAL OF STATISTICS
POPULATION, EMPLOYMENT AND COST OF LIVING DIVISION
POPULATION AND MIGRATION STATISTICS SECTIONhttp://www.statistics.gr/en/statistics/-/publication/SPO03/-","1",-2.03506655748825,0.0105223531720709,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.2057647705078,103.095676065849,0.0269291030160595,0.105660007833921,"B",1,0
"283","GRC","Greece",2018,"Admin",86775,86440,NA,10431,9408,759,NA,NA,NA,NA,264,NA,NA,NA,"LBonly",1,12.0673299398427,"YEAR 2018 - LIVE BIRTHS BY DURATION OF PREGNANCY, WEIGHT AND PERMANENT RESIDENCE OF THE MOTHERHELLENIC REPUBLIC
HELLENIC STATISTICAL AUTHORITY
DIRECTORATE GENERAL OF STATISTICS
POPULATION, EMPLOYMENT AND COST OF LIVING DIVISION
POPULATION AND MIGRATION STATISTICS SECTIONhttp://www.statistics.gr/en/statistics/-/publication/SPO03/-","1",-1.98606961263391,0.0104414760577194,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.2759246826172,103.527157314809,0.0253091745757837,0.0980730514811619,"B",1,0
"284","GRC","Greece",2019,"Admin",84210,83756,NA,9951,8923,749,NA,NA,NA,NA,279,NA,NA,NA,"LBonly",1,11.8809398729643,"YEAR 2019 - LIVE BIRTHS BY DURATION OF PREGNANCY, WEIGHT AND PERMANENT RESIDENCE OF THE MOTHERHELLENIC REPUBLIC
HELLENIC STATISTICAL AUTHORITY
DIRECTORATE GENERAL OF STATISTICS
POPULATION, EMPLOYMENT AND COST OF LIVING DIVISION
POPULATION AND MIGRATION STATISTICS SECTIONhttp://www.statistics.gr/en/statistics/-/publication/SPO03/-","1",-2.00375343135594,0.0106790275940986,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.3480224609375,103.213880810371,0.0280373831775701,0.103306200381871,"B",1,0
"285","GRC","Greece",2020,"Admin",NA,84764,NA,9367,8433,685,NA,NA,NA,NA,249,NA,NA,NA,"LBonly",1,11.0506818932566,"YEAR 2020 - LIVE BIRTHS BY DURATION OF PREGNANCY, WEIGHT AND PERMANENT RESIDENCE OF THE MOTHERHELLENIC REPUBLIC
HELLENIC STATISTICAL AUTHORITY
DIRECTORATE GENERAL OF STATISTICS
POPULATION, EMPLOYMENT AND COST OF LIVING DIVISION
POPULATION AND MIGRATION STATISTICS SECTIONhttp://www.statistics.gr/en/statistics/-/publication/SPO03/-","1",-2.08557461219695,0.0109554047760751,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.3596115112305,104.552687084479,0.026582683890253,0.0997117540301057,"B",1,0
"286","GTM","Guatemala",2017,"Study",NA,NA,835,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lancet",NA,-1.98299435208844,0.10611325571828,"Latin America and the Caribbean",5,61.4037246704102,0.202888056818375,NA,NA,"E",1,0
"287","GUY","Guyana",2014,"Admin",NA,15716,11354,1444,NA,NA,NA,NA,NA,NA,NA,NA,4362,NA,"LBwithGA",1,12.7179848511538,"Ministry of Health Statistics Department, received via email June 3 2021","3",-1.92612730787126,0.0281678708670948,"Latin America and the Caribbean",5,93.9937515258789,97.2284088097006,NA,NA,"C",2,0
"288","GUY","Guyana",2015,"Admin",NA,16025,12888,1451,NA,NA,NA,NA,NA,NA,NA,NA,3137,NA,"LBwithGA",1,11.2585350713842,"Ministry of Health Statistics Department, received via email June 3 2021","3",-2.06460073989703,0.0278678200125942,"Latin America and the Caribbean",5,93.0328140258789,99.164603960396,NA,NA,"C",2,0
"289","GUY","Guyana",2016,"Admin",NA,15358,12790,1464,NA,NA,NA,NA,NA,NA,NA,NA,2568,NA,"LBwithGA",1,11.4464425332291,"Ministry of Health Statistics Department, received via email June 3 2021","3",-2.04592855215249,0.0277732341256757,"Latin America and the Caribbean",5,92.6154251098633,95.3143424564017,NA,NA,"C",2,0
"290","GUY","Guyana",2017,"Admin",NA,14464,12929,1521,NA,NA,NA,NA,NA,NA,NA,NA,1535,NA,"LBwithGA",1,11.7642509088097,"Ministry of Health Statistics Department, received via email June 3 2021","3",-2.01494685039478,0.0272968859017829,"Latin America and the Caribbean",5,92.7425918579102,90.0622665006227,NA,NA,"C",2,0
"291","GUY","Guyana",2018,"Admin",NA,14659,13873,1580,NA,NA,NA,NA,NA,NA,NA,NA,1580,NA,"LBwithGA",1,11.3890290492323,"Ministry of Health Statistics Department, received via email June 3 2021","3",-2.05160514764633,0.0267256150633689,"Latin America and the Caribbean",5,93.4149475097656,91.6015747047429,NA,NA,"C",2,0
"292","HRV","Croatia",2010,"Admin",43842,43627,NA,2502,2168,215,NA,NA,NA,NA,NA,NA,NA,5.73498063126046,"LBonly",1,5.73498063126046,"CROATIAN HEALTH STATISTICS YEARBOOK 2010Croatian Institute of Public Healthhttps://www.hzjz.hr/cat/hrvatski-zdravstveno-statisticki-ljetopis/","2",-2.79952579704082,0.0205911720214721,"Northern America, Australia and New Zealand, Central Asia and Europe",3,98.322509765625,97.8425172127655,NA,0.0859312549960032,"A",1,0
"293","HRV","Croatia",2011,"Admin",41556,41398,NA,2480,2092,247,NA,NA,NA,NA,NA,NA,NA,5.99062756654911,"LBonly",1,5.99062756654911,NA,"2",-2.75319830835907,0.0207104045731793,"Northern America, Australia and New Zealand, Central Asia and Europe",3,98.3896408081055,97.5539636157979,NA,0.0995967741935484,"A",1,0
"294","HRV","Croatia",2012,"Admin",42074,41913,NA,2578,2236,233,NA,NA,NA,NA,NA,NA,NA,6.15083625605421,"LBonly",1,6.15083625605421,NA,"2",-2.72510080326421,0.0203302790590162,"Northern America, Australia and New Zealand, Central Asia and Europe",3,98.4239044189453,98.5654822096277,NA,0.0903801396431342,"A",1,0
"295","HRV","Croatia",2013,"Admin",40319,40163,NA,2497,2179,193,NA,NA,NA,NA,NA,NA,NA,6.21716505241142,"LBonly",1,6.21716505241142,NA,"2",-2.71366781947492,0.02066469741261,"Northern America, Australia and New Zealand, Central Asia and Europe",3,98.4633560180664,98.7946768996138,NA,0.0772927513015619,"A",1,0
"296","HRV","Croatia",2014,"Admin",39977,39819,NA,2366,2002,211,NA,NA,NA,NA,NA,NA,NA,5.9418870388508,"LBonly",1,5.9418870388508,NA,"2",-2.76188604800773,0.0211979810274176,"Northern America, Australia and New Zealand, Central Asia and Europe",3,98.5207443237305,99.9146864727875,NA,0.0891800507185123,"A",1,0
"297","HRV","Croatia",2015,"Admin",37867,37691,NA,2200,1895,184,NA,NA,NA,NA,NA,NA,NA,5.83693719986204,"LBonly",1,5.83693719986204,"CROATIAN HEALTH STATISTICS YEARBOOK 2015 Table 6 p274Croatian Institute of Public Healthhttps://www.hzjz.hr/cat/hrvatski-zdravstveno-statisticki-ljetopis/","2",-2.78082178284843,0.0219709265139438,"Northern America, Australia and New Zealand, Central Asia and Europe",3,98.6246566772461,99.6668165110929,NA,0.0836363636363636,"A",1,0
"298","HRV","Croatia",2016,"Admin",37887,37706,NA,2357,2001,224,NA,NA,NA,NA,NA,NA,NA,6.25099453667851,"LBonly",1,6.25099453667851,"CROATIAN HEALTH STATISTICS YEARBOOK 2016 Table 6 p275Croatian Institute of Public Healthhttps://www.hzjz.hr/cat/hrvatski-zdravstveno-statisticki-ljetopis/","2",-2.70788047944532,0.0212733984324841,"Northern America, Australia and New Zealand, Central Asia and Europe",3,98.7646484375,100.082282680823,NA,0.0950360627916843,"A",1,0
"299","HRV","Croatia",2017,"Admin",36841,36692,NA,2388,2060,212,NA,NA,NA,NA,NA,NA,NA,6.50823067698681,"LBonly",1,6.50823067698681,"CROATIAN HEALTH STATISTICS YEARBOOK 2017 Table 6 p280Croatian Institute of Public Healthhttps://www.hzjz.hr/cat/hrvatski-zdravstveno-statisticki-ljetopis/","2",-2.66480576991798,0.0211639218580751,"Northern America, Australia and New Zealand, Central Asia and Europe",3,98.9259033203125,99.0952548140546,NA,0.0887772194304858,"A",1,0
"300","HRV","Croatia",2018,"Admin",37438,37279,NA,2286,1937,226,NA,NA,NA,NA,NA,NA,NA,6.13213873762708,"LBonly",1,6.13213873762708,"CROATIAN HEALTH STATISTICS YEARBOOK 2018 Table 6 p282Croatian Institute of Public Healthhttps://www.hzjz.hr/cat/hrvatski-zdravstveno-statisticki-ljetopis/","2",-2.72834447611413,0.0215875534356099,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.0808639526367,99.6205339248016,NA,0.0988626421697288,"A",1,0
"301","HRV","Croatia",2019,"Admin",36634,36470,NA,2389,2059,206,NA,NA,NA,NA,NA,NA,NA,6.55058952563751,"LBonly",1,6.55058952563751,"CROATIAN HEALTH STATISTICS YEARBOOK 2019. Table 6 p260Croatian Institute of Public Healthhttps://www.hzjz.hr/cat/hrvatski-zdravstveno-statisticki-ljetopis/","2",-2.65786517590996,0.0211642869976552,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.2197723388672,99.3732970027248,NA,0.0862285475094182,"A",1,0
"302","HRV","Croatia",2020,"Admin",36306,36164,NA,2399,2090,217,NA,NA,NA,NA,NA,NA,NA,6.63366884194226,"LBonly",1,6.63366884194226,"CROATIAN HEALTH STATISTICS YEARBOOK 2020. 8.Births in health institutions in Croatia, Tab 6Croatian Institute of Public Healthhttps://www.hzjz.hr/cat/hrvatski-zdravstveno-statisticki-ljetopis/","2",-2.64437277916925,0.021129524767524,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.2744750976562,101.138238666555,NA,0.090454355981659,"A",1,0
"303","HUN","Hungary",2010,"Admin",NA,90335,90308,8039,6755,822,NA,NA,NA,NA,462,NA,27,NA,"LBwithGA",1,8.90175842671746,NA,"1",-2.32568966866208,0.0116854109086284,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.5823822021484,99.8231946516382,0.0574698345565369,0.159721358377908,"A",1,0
"304","HUN","Hungary",2011,"Admin",NA,88049,88017,7691,6455,799,NA,NA,NA,NA,437,NA,32,NA,"LBwithGA",1,8.73808468818524,NA,"1",-2.34604254027373,0.0119361372723983,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.6144027709961,99.4881471605161,0.0568196593420882,0.160707320244442,"A",1,0
"305","HUN","Hungary",2012,"Admin",NA,90269,90240,7996,6789,783,NA,NA,NA,NA,424,NA,29,NA,"LBwithGA",1,8.86081560283688,NA,"1",-2.3307490220182,0.0117141569458219,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.6372680664062,100.432799287939,0.0530265132566283,0.150950475237619,"A",1,0
"306","HUN","Hungary",2013,"Admin",NA,88689,88644,7989,6763,752,NA,NA,NA,NA,474,NA,45,NA,"LBwithGA",1,9.01245431162854,NA,"1",-2.31211520342985,0.0117290493663409,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.6649780273438,98.7936104798824,0.0593315809237702,0.15346100888722,"A",1,0
"307","HUN","Hungary",2014,"Admin",NA,91510,91467,8090,6838,833,NA,NA,NA,NA,419,NA,43,NA,"LBwithGA",1,8.84471995364448,NA,"1",-2.33274376088368,0.0116448748214463,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.7014541625977,98.5791078219091,0.0517923362175525,0.154758961681088,"A",1,0
"308","HUN","Hungary",2015,"Admin",NA,91690,91645,7993,6687,830,NA,NA,NA,NA,476,NA,45,NA,"LBwithGA",1,8.72169785585684,NA,"1",-2.34809917764838,0.0117074231833563,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.7403793334961,99.5105327704279,0.0595521080945828,0.163392968847742,"A",1,0
"309","HUN","Hungary",2016,"Admin",NA,93063,93023,8339,7027,865,NA,NA,NA,NA,447,NA,40,NA,"LBwithGA",1,8.96444965223654,NA,"1",-2.31798337670185,0.0114772410257182,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.7731781005859,97.906431148938,0.0536035495862813,0.157333013550785,"A",1,0
"310","HUN","Hungary",2017,"Admin",NA,91577,91568,7457,6307,775,NA,NA,NA,NA,375,NA,9,NA,"LBwithGA",1,8.1436746461646,NA,"1",-2.42298416653474,0.0120826833624912,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.8076095581055,97.2072435461957,0.0502883196996111,0.154217513745474,"A",1,0
"311","HUN","Hungary",2018,"Admin",NA,89807,89796,7648,6450,814,NA,NA,NA,NA,384,NA,11,NA,"LBwithGA",1,8.51708316628803,NA,"1",-2.37407832272875,0.0119551783329941,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.8414840698242,96.4515470782185,0.0502092050209205,0.156642259414226,"A",1,0
"312","HUN","Hungary",2019,"Admin",NA,89193,89186,7416,6264,787,NA,NA,NA,NA,365,NA,7,NA,"LBwithGA",1,8.31520642253268,NA,"1",-2.40027059991033,0.0121273659728588,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.8716278076172,96.5553450608931,0.049217907227616,0.155339805825243,"A",1,0
"313","HUN","Hungary",2020,"Admin",NA,92338,92334,7484,6413,720,NA,NA,NA,NA,351,NA,4,NA,"LBwithGA",1,8.10535664002426,NA,"1",-2.42811758326839,0.0120583535244322,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.8852386474609,99.7774031811895,0.0469000534473544,0.143105291288081,"A",1,0
"314","IND","India",2010,"Study",NA,607,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,-1.64748051026007,0.110311912082604,"Southern Asia",1,60.4937515258789,0.00228204831393285,NA,NA,"E",1,3
"315","IND","India",2011,"Study",NA,30091,NA,3209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,-2.12549757126288,0.0186768085117599,"Southern Asia",1,66.0625,0.114231955519274,NA,NA,"E",1,2
"316","IND","India",2011,"Study",NA,1050,NA,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,-1.26012498604254,0.0743830543893518,"Southern Asia",1,66.0625,0.00398602749311214,NA,NA,"E",1,3
"317","IND","India",2011,"Study",685,655,655,40,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"NA",NA,-2.73394161503495,0.163260693274067,"Southern Asia",1,66.0625,0.00248652191236996,NA,NA,"E",3,3
"318","IND","India",2011,"Study",NA,1000,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,-2.33830315183032,0.111624940527194,"Southern Asia",1,66.0625,0.0037962166601068,NA,NA,"E",3,3
"319","IND","India",2011,"Study",NA,524,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,-2.24918433650897,0.14869332534948,"Southern Asia",1,66.0625,0.00198921752989597,NA,NA,"E",3,3
"320","IND","India",2011,"Study",667,NA,667,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PLoS One",NA,-1.42422558344331,0.0979193895154985,"Southern Asia",1,66.0625,0.00253207651229124,NA,NA,"E",2,0
"321","IND","India",2011,"Study",NA,NA,7112,1081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JAMA Pediatrics",NA,-1.71900011494563,0.0330281619859964,"Southern Asia",1,66.0625,0.0269986928866796,NA,NA,"E",3,2
"322","IND","India",2014,"Study",2430,NA,2430,389,NA,NA,NA,NA,NA,NA,NA,NA,1105,NA,NA,NA,NA,"Journal of Tropical Pediatrics",NA,-1.65822807660353,0.0553346578395553,"Southern Asia",1,76.518913269043,0.00975926425268253,NA,NA,"E",2,0
"323","IND","India",2017,"Study",NA,NA,1019,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lancet",NA,-2.06045716359724,0.0989491063661399,"Southern Asia",1,79.368049621582,0.00420137508244013,NA,NA,"E",1,0
"324","IND","India",2017,"Study",1739,1662,1662,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"American J Epidemiology",NA,-1.74246582262792,0.0688853034735772,"Southern Asia",1,79.368049621582,0.00685248811287095,NA,NA,"E",3,3
"325","IND","India",2017,"Study",NA,NA,1321,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lancet",NA,-2.21964704139205,0.0925405943731566,"Southern Asia",1,79.368049621582,0.00544653236889442,NA,NA,"E",1,0
"326","IRL","Ireland",2010,"Admin",75518,75245,73028,4308,NA,492,NA,NA,NA,NA,228,NA,2217,NA,"LBwithGA",1,5.89910719176206,"Report on Vital Statistics 2010Central Statistics Office, Irelandhttps://www.cso.ie/en/databases/","1",-2.76956651838186,0.0157059887023476,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.7937545776367,99.905730522067,0.052924791086351,0.167130919220056,"A",1,0
"327","IRL","Ireland",2011,"Admin",74291,74080,72672,4325,NA,499,NA,NA,NA,NA,235,NA,1408,NA,"LBwithGA",1,5.95139806252752,"Report on Vital Statistics 2011Central Statistics Office, Ireland","1",-2.76018553008912,0.0156794481066718,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.7937545776367,100.356286492271,0.0543352601156069,0.16971098265896,"A",1,0
"328","IRL","Ireland",2012,"Admin",71893,71705,69855,4267,NA,487,NA,NA,NA,NA,240,NA,1850,NA,"LBwithGA",1,6.10836733233126,"Report on Vital Statistics 2012Central Statistics Office, Irelandhttps://www.cso.ie/en/databases/","1",-2.73248174818176,0.015798841171158,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.78125,100.146648044693,0.0562456058120459,0.170377314272322,"A",1,0
"329","IRL","Ireland",2013,"Admin",69180,68990,67009,4299,NA,490,NA,NA,NA,NA,254,NA,1981,NA,"LBwithGA",1,6.41555611932726,"Report on Vital Statistics 2013Central Statistics Office, Ireland","1",-2.68013848704078,0.0157657430980048,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.7624969482422,99.9826091997333,0.0590835077925099,0.173063503140265,"A",1,0
"330","IRL","Ireland",2014,"Admin",67488,67324,65243,4285,NA,453,NA,NA,NA,NA,213,NA,2081,NA,"LBwithGA",1,6.56775439510752,"Report on Vital Statistics 2014Central Statistics Office, Irelandhttps://www.cso.ie/en/databases/","1",-2.65506455039149,0.0158043337851688,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.7375030517578,100.422129741501,0.049708284714119,0.155425904317386,"A",1,0
"331","IRL","Ireland",2015,"Admin",65730,65536,64281,4229,NA,490,NA,NA,NA,NA,199,NA,1255,NA,"LBwithGA",1,6.57892689908371,"Report on Vital Statistics 2015Central Statistics Office, Ireland","1",-2.65324529505971,0.015909580617363,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.7206039428711,100.767255562218,0.0470560416174036,0.162922676755734,"A",1,0
"332","IRL","Ireland",2016,"Admin",64014,63841,63111,4172,NA,438,NA,NA,NA,NA,230,NA,730,NA,"LBwithGA",1,6.61057501861799,"Report on Vital Statistics 2016Central Statistics Office, Irelandhttps://www.cso.ie/en/databases/","1",-2.64810747362058,0.0160206081998238,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.7135772705078,101.151883892639,0.0551294343240652,0.160115052732502,"A",1,0
"333","IRL","Ireland",2017,"Admin",61986,61824,61028,4097,NA,445,NA,NA,NA,NA,219,NA,796,NA,"LBwithGA",1,6.71331192239628,"Report on Vital Statistics 2017Central Statistics Office, Ireland","1",-2.63158500967522,0.0161754801349441,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.7181091308594,100.835073068894,0.0534537466438858,0.162069807175982,"A",1,0
"334","IRL","Ireland",2018,"Admin",61155,61022,60749,4179,NA,408,NA,NA,NA,NA,225,NA,273,NA,"LBwithGA",1,6.87912558231411,"Report on Vital Statistics 2018Central Statistics Office, Irelandhttps://www.cso.ie/en/databases/","1",-2.60540682588929,0.0160302498623444,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.7358169555664,98.6373555322072,0.053840631730079,0.151471643933955,"A",1,0
"335","IRN","Iran (Islamic Republic of)",2012,"Study",2716,NA,2716,542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sci J Kurdistan Univ Med Sci",NA,-1.39255612234387,0.0480609466673399,"Western Asia and Northern Africa",4,95.558219909668,0.185537755498674,NA,NA,"E",3,3
